soilhealthcard_conform.state,soilhealthcard_conform.district,soilhealthcard_conform.village,soilhealthcard_conform.soil_sample_id,soilhealthcard_conform.ph,soilhealthcard_conform.ec,soilhealthcard_conform.oc,soilhealthcard_conform.n,soilhealthcard_conform.p,soilhealthcard_conform.k,soilhealthcard_conform.s,soilhealthcard_conform.zn,soilhealthcard_conform.fe,soilhealthcard_conform.cu,soilhealthcard_conform.mn,soilhealthcard_conform.farm_lat,soilhealthcard_conform.farm_long,soilhealthcard_conform.collection_date,soilhealthcard_conform.units,soilhealthcard_conform.irrigation,soilhealthcard_conform.event_date
Haryana,Hisar,Data(83),HR61051/2016-17/85365707,7.4,0.98,0.47,,9.25,280.67,,0.62,2.53,0.8,9.44,29.15124,76.1134,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85366679,7.1,,0.3,,36.78,218.85,39.54,2.07,31.03,1.43,2.9,29.15188,75.8559,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85366873,7.2,,0.2,,31.56,356.83,66.92,1.89,27.33,1.62,3.79,29.15035,75.57546,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85367443,7.4,,0.33,,26.45,463.68,77.45,2.08,28.58,1.55,5.39,29.1672,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85367716,7.9,,0.35,,26.66,370.27,61.54,1.63,25.34,1.37,4.82,29.16184,76.1389,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85368401,7.9,,0.33,,5.03,297.8,,0.49,7.95,0.72,0.73,29.17053,76.1376,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85369061,7.9,,0.21,,32.52,256.03,43.8,1.4,38.33,1.59,3.66,29.17179,76.1143,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85369820,7.5,,0.5,,3.72,4.81,117.31,0.01,5.96,0.35,0.52,29.16315,75.58545,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85370462,7.5,,0.33,,99.5,675.1,32.76,1.13,22.9,1.32,7.17,29.16417,75.58268,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85370673,7.9,,0.24,,4.34,171.46,,0.45,12.59,0.59,0.56,29.17074,75.59495,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/133187514,7.1,0.54,0.3,,15.2,186,56.27,0.82,3.49,1.26,4.18,29.180834,76.000556,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/133542251,7.1,0.65,0.3,,19.9,276,46.5,0.87,3.28,0.68,4.9,29.150278,76.003056,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/133634946,7.1,0.82,0.34,,19.7,300,73.7,0.82,3.13,0.66,5.76,29.151667,75.583056,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134119822,7.4,0.36,0.27,,39.6,198,68.19,0.55,4.01,0.7,5.5,29.150278,75.573889,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134244199,7.6,0.74,0.32,,1.9,198,72.4,0.75,4.14,0.53,5.53,29.175556,76.003889,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134663040,7.3,0.87,0.6,,15.3,270,36.75,0.51,4.4,0.4,5.54,29.17,75.5925,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134711422,7.3,0.72,0.23,,5.7,170,38.46,0.5,4.03,0.65,4.7,29.17179,76.00147,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134734521,7.3,0.39,0.32,,21.3,154,27.12,0.75,4.69,0.28,7.47,29.168889,76.010556,26/04/19,,Rainfed,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134761594,7.3,0.71,0.5,,1.8,128,27.54,0.64,4.96,0.63,6,29.159167,75.588889,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134808360,7.2,,0.32,,21.6,178,42.92,0.62,3.55,0.52,5.07,29.161389,76.013889,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134870866,7.4,0.4,0.32,,14.5,230,90.01,0.71,4.33,0.51,4.29,29.173334,76.015,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134908233,7.4,0.9,0.3,,24.3,142,76.4,0.88,4.81,0.39,4.91,29.172778,76.004167,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134917570,7.7,0.26,0.36,,1.8,140,85.31,0.92,4.59,0.43,6.23,29.156667,75.586389,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134921717,7.4,,0.27,,15.2,282,77.55,0.82,5.12,1.14,2.55,29.156667,75.586389,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134929632,7.6,,0.3,,5.4,142,85.46,0.93,5.24,0.66,5.77,29.162778,75.586389,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Depal (118),HR61070/2016-17/78324957,7.4,,0.39,,65.43,221.94,91.24,6.14,1.74,21.03,,29.085448,75.90477,25/06/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Depal (118),HR61070/2016-17/78325817,8.4,,0.44,,49.08,222.91,27.23,3.78,21.45,5.41,,29.07974,75.918043,25/06/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Siswal(174),HR60851/2016-17/23680847,7.7,,0.23,,42,661,68.51,0.15,9.97,,7.3,,,02/11/15,,Rainfed,27/02/21
Haryana,Hisar,Siswal(174),HR60851/2016-17/23741571,7.7,,0.29,,8.1,669,83.23,0.11,12.71,,19.4,,,02/11/15,,Rainfed,27/02/21
Haryana,Hisar,Siswal(174),HR60851/2016-17/23867406,7.7,0.9,0.2,,13.3,620,78.9,1.19,4.02,,4.11,,,02/11/15,,Rainfed,27/02/21
Haryana,Hisar,satrod khurd ,HR6096596/2016-17/83951279,7.2,0.27,0.41,,16.67,40.7,28.46,1.53,8.24,1.17,2.1,29.147364,75.820783,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/83938712,7.5,,0.48,,56.47,174.18,34.73,4.27,7.86,4.2,4.9,29.5803,76.17096,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/83939433,6.3,0.27,0.47,,7.41,408.35,14.36,1.52,10.33,0.92,17.35,29.5803,76.17068,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/83941423,7.3,0.79,0.47,,4.13,141.86,69.38,3.52,4.24,2.03,0.82,29.5803,76.18511,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/83943339,6.5,,0.41,,25.31,207.85,62.63,2.54,8.01,2.83,6.32,29.5803,76.1806,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83134535,7.1,,0.47,,43.68,129.21,81.37,3.87,15.07,3.43,7.21,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83134891,7.2,,0.48,,16.43,131.61,54.9,3,8.9,2.95,10,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83135209,7.2,,0.47,,6.47,141.62,56.08,1.87,3.97,2.36,4.47,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83135539,7.1,,0.51,,15.35,114.76,,1.51,7.82,2.72,8.28,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83135875,7.4,,0.47,,8.67,116.31,18.1,1.45,4.15,2.59,5.23,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83136517,7.2,0.91,0.51,,11.23,100.1,71.61,5.5,6.17,2.3,1.91,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83137225,7.4,,0.48,,4.98,102.5,59.67,5.02,4.02,2.26,,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133775313,7.4,,0.21,,5.7,310,17.47,0.53,3.89,0.83,6.78,29.228582,75.921384,01/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133784052,7.3,,0.33,,14.3,310,23.4,0.99,4.23,0.72,6.05,29.227876,75.938107,01/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133789512,7.4,,0.21,,11.2,350,22.3,1.29,5.89,0.31,7.73,29.240014,75.920409,01/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133795023,7.3,0.68,0.48,,24.2,240,37.12,0.86,4.31,0.76,8.25,29.261691,75.956142,10/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133798248,7.1,,0.36,,31.6,235,65.65,0.58,3.87,0.29,11.89,29.229111,75.915121,05/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133801030,7.3,0.62,0.36,,29.6,210,55.1,0.52,4.36,0.41,11.84,29.248891,75.927015,11/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133809978,7.4,,0.31,,5.4,475,55.8,0.94,2.1,0.67,8.37,29.396046,75.984845,09/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133848807,7.6,0.23,0.36,,1.9,182,46.62,0.63,2.12,0.33,3.09,29.047645,76.170437,01/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133903313,7.9,0.89,0.33,,20.4,188,26.64,0.51,2.56,0.49,3.66,29.039515,76.14849,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133922185,7.5,0.72,0.27,,19,294,55.71,0.66,2.66,0.37,4.13,29.037778,76.14648,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133938264,7.5,0.64,0.26,,18.6,230,34.63,0.48,2.05,0.22,6.48,29.032426,76.165657,20/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133943869,7.4,0.46,0.3,,2.7,180,82.23,0.65,2.52,0.4,4.27,29.028488,76.142899,20/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133948546,7.5,,0.36,,5.4,312,89.4,0.63,3.51,0.51,4.24,29.025893,76.158792,20/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86385138,7.6,,0.24,,29.91,141.72,75.81,3.58,8.24,8.04,7.41,29.5803,76.13514,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86386027,7.4,,0.14,,26.61,103.51,116.7,4.56,6.19,7.97,8.14,29.5803,76.12372,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86386866,7.4,,0.35,,29.14,237.22,69.98,5.15,10.3,8.43,7.36,29.5803,76.15662,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86387651,7.8,,0.2,,49.55,343.39,46.74,6.82,7.98,1.46,9.28,29.5803,76.15391,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86388454,7.1,,0.26,,18.22,96.72,18.94,3.13,0.9,7.67,0.78,29.5803,76.11274,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86389351,7.8,,0.44,,39.96,191.95,56.33,4.12,6.91,8.22,6.14,29.5803,76.12419,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90334298,7.5,0.47,0.39,,12.6,74.66,25.06,0.27,1.5,0.52,1.31,28.8987,76.1268,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90395296,7.2,0.38,0.47,,14.25,174.81,105.6,1.36,3.5,1.25,2.85,28.8987,76.12618,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90436057,7.5,,0.36,,11.55,107.88,26.16,0.33,1.49,0.74,1.83,28.8987,76.13714,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90498305,7.2,0.83,0.45,,17.94,300.61,,2.82,4.34,0.63,5.14,28.8989,76.12791,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90513530,7.1,0.68,0.45,,18.31,142.67,76.28,0.99,5.51,0.99,2.39,28.8989,76.12798,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90580478,7.6,0.47,0.45,,12.59,122.48,78.04,0.81,4.11,0.58,,28.8989,76.14316,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83168152,7.6,,0.36,,66.21,777.54,66.54,0.98,3.82,0.5,4.53,29.5803,76.13904,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83168457,7.5,,0.14,,105.84,455.42,102.7,1.67,29.68,0.87,1.78,29.5803,76.1249,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83169109,7.9,,0.42,,119.03,110.64,,3.8,13.33,1.34,10.63,29.5803,76.13643,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83169781,7.3,,0.27,,79.07,107.13,,1.34,8.19,1,15.78,29.5803,76.14569,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83170452,7.5,,0.24,,69.68,20.55,3.2,0.25,0.48,3.1,3.1,29.5803,76.15459,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83170743,7.6,,0.09,,43.92,533.54,47.49,0.68,4.25,0.35,4.24,29.5803,76.14848,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83171369,7.4,,0.15,,121.72,767.77,53.31,1.68,8,0.69,7.42,29.5803,76.1514,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2017-18/134986160,7.4,0.89,0.3,,19.5,162,80.34,1.49,14.42,0.81,6.64,29.4082,76.13761,05/03/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2017-18/135037403,7.6,0.8,0.4,,24.2,290,49.25,1.23,12.65,0.86,5.53,29.4421,76.14441,05/03/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2017-18/135105583,7.1,0.8,0.37,,2.52,174,39.93,1.24,14.33,0.83,8.02,29.4849,76.13681,05/03/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/134990563,7.3,0.85,0.36,,15.3,136,,1.88,3.4,0.56,5.01,29.4585,76.14383,05/09/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135112221,7.3,0.71,0.33,,8.2,174,,1.74,5.14,0.35,7.13,29.4712,76.15036,05/08/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135226689,7.6,0.29,0.34,,5.5,192,,2.44,6.17,0.73,5.44,29.443,76.15175,05/11/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135814179,7.5,0.37,0.39,,7.3,212,,1.59,18.59,0.94,14,29.09081,76.12389,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135894860,7.6,0.8,0.4,,24.2,290,49.25,1.23,12.65,0.86,5.53,29.09421,76.14441,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135937121,7.3,0.49,0.34,,15.75,192,62.68,1.48,14.17,0.73,7.5,29.08699,76.13721,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135939251,7.3,0.58,0.48,,4.4,206,,1.82,6.39,0.3,6.78,29.09891,76.14722,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78297215,7.6,,0.33,,38.98,387.07,,2.79,25.2,3.71,11.21,29.09504,75.55433,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78298307,7.4,,0.3,,66.33,457.18,,2.78,19.56,2.85,27.72,29.09308,75.5628,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78299280,7.8,,0.32,,63.28,751.07,,5.77,,6.86,13.05,29.09112,75.55502,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78299927,7.4,,0.15,,,500.08,49.3,1.09,1.98,0.61,2.71,29.111726,75.543509,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78301021,7.7,,0.14,,,325.05,51.48,1.32,2.43,0.22,2.68,29.105913,75.56108,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78301947,7.4,,0.41,,,340.05,74.88,1.24,1.63,0.11,2.68,29.105068,75.554296,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78302740,7.9,,0.12,,,250.04,49.92,1.27,2.14,0.67,2.85,29.10445,75.561826,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78303450,7.9,,0.38,,130,115.02,60.53,1.27,2.23,0.7,2.82,29.103215,75.561318,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78304203,7.9,,0.17,,,125.02,95.16,1.28,4.3,0.47,2.87,29.5803,75.56195,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78304862,7.8,,0.39,,23.12,111.31,26.76,0.52,,1.07,6.2,29.10081,75.56132,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78305562,7.2,0.48,0.35,,28.54,116.12,,1.76,24.87,2.03,22.32,29.10001,75.56207,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133646924,7.6,0.54,0.32,,15.4,158,51.48,2,4.07,1.27,2.19,29.105972,75.56186,04/06/18,,Irrigated Well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133654869,7.5,0.36,0.33,,21.7,200,53.04,1,5.34,0.68,10.23,29.111299,75.552713,01/06/18,,Irrigated Well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133659779,7.2,0.24,0.26,,29.9,146,94.12,1.11,2.81,1.12,3.7,29.111951,75.54593,02/06/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133704029,7.5,0.67,0.36,,14.2,156,55.15,1.15,2.12,0.56,12.62,29.1077,75.552063,05/06/18,,Irrigated Well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133726867,7.8,,0.36,,5.7,290,26.32,1.23,3.23,0.68,5.22,29.103928,75.570512,07/06/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86390075,7.2,,0.5,,10.91,131.15,117.5,4.2,23.4,6.72,2.57,29.5803,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86390858,7.5,,0.45,,14.3,239.46,,8.68,10.87,6.71,7.2,29.5803,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86391721,7.7,,0.38,,13.21,154.45,26.49,3.63,8.49,5.62,10.72,29.5803,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86393202,7.4,0.45,0.44,,18.08,254.91,,3.43,4,5.9,3.53,29.55696,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86394013,7.9,,0.38,,16.72,150.44,62.88,3.82,23.7,7.31,6.76,29.55377,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86394801,7.7,,0.42,,11.83,93.72,83.34,3.79,17.39,6.06,2.26,29.5803,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2016-17/91095359,7.4,,0.29,,10.41,770.7,,0.62,5.81,0.37,2.76,29.07082,76.05595,20/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2016-17/91111241,7.5,,0.44,,30.28,498.85,60.96,1.01,7.71,0.55,5.43,29.0635,76.067,20/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2016-17/91236449,7.4,0.42,0.36,,26.25,607.88,,0.95,7.29,0.51,6.86,29.06246,76.06319,20/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2016-17/91249988,7.4,0.69,0.26,,28.02,637.74,,1.1,7.71,0.72,6.81,29.06584,76.06271,20/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2018-19/133743880,7,0.35,0.15,,5.7,185,59.9,0.63,1.35,0.52,7.05,29.0701,76.06199,05/12/18,,Irrigated Well,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2018-19/133760740,7.7,0.64,0.43,,42.7,270,30.99,0.53,8.89,0.28,9.01,29.06246,76.06328,15/05/18,,Irrigated Well,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2018-19/133779235,7.3,,0.21,,11.3,155,19.36,0.52,10.15,0.29,9.11,29.06401,76.06111,16/05/18,,Irrigated,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/37894488,7.8,,0.33,,11.1,245,,2.03,50.36,0.49,73.51,29.209167,76.123056,03/07/16,,Irrigated,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/38198164,7.6,,0.27,,24.1,460,,2.14,10.25,1.96,61.24,29.2,76.192778,11/07/16,,Irrigated,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/38358898,7.6,,0.35,,11,670,,0.42,3.66,0.38,3.33,29.108889,76.193611,16/07/16,,Irrigated,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/38451116,7.6,,0.42,,14,435,90.15,0.64,1.3,0.49,1.54,29.140278,76.078889,11/07/16,,Irrigated,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/38533970,7.6,0.48,0.42,,15,340,108.7,1.8,43.5,1.62,61.02,29.208056,76.076389,21/07/16,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78317107,7.8,0.56,0.36,,20.4,184.11,97.87,7.18,,1.76,7.38,29.13399,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78317793,7.7,0.54,0.44,,24.62,192.19,,3.77,,1.92,4.96,29.1309,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78318343,7.4,0.98,0.39,,22.53,333.09,54.49,1.45,,0.77,8.42,29.12884,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78319162,7.3,0.36,0.38,,34.65,89.64,72.32,2.6,,0.96,3.04,29.12749,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78319661,7.9,0.54,0.29,,25.63,233.18,64.95,2.94,,0.8,5.32,29.12337,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78320226,7.8,0.46,0.42,,13.42,239.9,79.6,1.22,,0.86,4.55,29.12413,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78320702,7.6,0.39,0.39,,16.26,187.31,104.4,1.25,,0.83,3.56,29.12159,75.53459,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78321197,7.9,0.38,0.3,,14.93,165.87,58.15,1.84,,0.58,3.2,29.12161,75.56935,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78321646,7.6,0.58,0.26,,22.47,226.46,105.6,1.79,,1.02,5.2,29.11487,75.53401,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78322061,7.9,0.32,0.35,,19.18,251.33,88.89,1.3,,1,3.81,29.11594,75.55944,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78322762,7.7,0.27,0.39,,16.51,230.94,98.92,2.66,,1.2,5.02,29.11416,75.355942,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134001626,7.2,0.31,0.36,,40.4,320,116.2,0.37,3.19,0.2,1.52,29.13369,75.55756,04/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134043141,7.7,0.74,0.3,,25.6,180,33.34,0.64,3.09,0.74,3.01,29.13145,75.55089,08/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134051852,7.1,,0.36,,26.3,210,,2.36,3,0.33,1.25,29.12943,75.56642,12/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134073050,7.1,0.24,0.36,,42.4,180,78.7,0.72,1.42,0.41,0.71,29.12789,75.55659,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134079663,7.3,,0.32,,18.8,230,58.19,0.77,5,0.79,0.85,29.12789,75.55659,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134119607,7.1,,0.31,,4.3,190,96.1,0.52,3.7,0.68,3.35,29.12418,75.56811,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134132532,7.4,,0.38,,11,260,107.5,1.21,2.89,0.44,18.31,29.12418,75.56811,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134139381,7.3,0.52,0.31,,11.3,175,56.2,0.62,7.79,0.56,14.47,29.12159,75.5603,16/04/18,,Irrigated,27/02/21
